datetime,date,time,speed,fuel_level,ignition_status,speed_trend,fuel_level_trend,speed_std_error,fuel_level_std_error,speed_ci,fuel_level_ci
2023-01-02 09:00:00,2023-01-02,09:00:00,20,95.86271773132204,off,,,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 10:00:00,2023-01-02,10:00:00,72,18.437092067896323,off,70.16666666666667,51.76139024431142,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 11:00:00,2023-01-02,11:00:00,17,9.033696057760787,off,66.625,50.00255401387678,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 12:00:00,2023-01-02,12:00:00,131,77.09859255354785,on,68.25,50.12463310265517,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 13:00:00,2023-01-02,13:00:00,88,6.824970535409158,on,71.33333333333333,47.49714915346012,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 14:00:00,2023-01-02,14:00:00,59,83.70789907030294,off,69.375,49.307686433068646,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 15:00:00,2023-01-02,15:00:00,13,43.71933963572435,off,66.95833333333333,50.22089596999847,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 17:00:00,2023-01-02,17:00:00,89,72.15328611219056,off,69.83333333333333,50.53955719230087,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 18:00:00,2023-01-02,18:00:00,52,61.04046670079576,on,67.75,51.32581024419536,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 19:00:00,2023-01-02,19:00:00,129,94.93067970577656,off,68.08333333333333,54.73010435224717,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 20:00:00,2023-01-02,20:00:00,83,39.66493730520543,off,68.45833333333333,52.630425484812456,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 21:00:00,2023-01-02,21:00:00,91,95.40869365396333,on,68.625,53.7256966470207,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 22:00:00,2023-01-02,22:00:00,110,13.500127742120693,on,68.375,51.44160256775289,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-02 23:00:00,2023-01-02,23:00:00,7,48.37549419324127,on,67.79166666666667,52.35856564816038,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 00:00:00,2023-01-03,00:00:00,34,26.99112223921949,on,65.54166666666667,52.37278576908252,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 01:00:00,2023-01-03,01:00:00,80,53.98427789081934,off,66.875,51.57136160428721,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 02:00:00,2023-01-03,02:00:00,49,16.20138778915846,on,66.5,51.201708343162174,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 03:00:00,2023-01-03,03:00:00,103,84.15296603100434,off,70.20833333333333,52.070173330464655,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 04:00:00,2023-01-03,04:00:00,131,84.64078493145573,on,73.58333333333333,53.53739832703251,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 05:00:00,2023-01-03,05:00:00,1,95.5236312723479,on,69.16666666666667,55.128823054299495,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 06:00:00,2023-01-03,06:00:00,133,15.467214088323622,off,72.45833333333333,52.28117796140342,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 07:00:00,2023-01-03,07:00:00,53,62.33325509049907,on,72.04166666666667,53.19347400038661,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 08:00:00,2023-01-03,08:00:00,105,47.42373087003696,on,74.33333333333333,53.41097920517695,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 09:00:00,2023-01-03,09:00:00,3,34.43837320442332,on,68.875,53.37144735302272,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 10:00:00,2023-01-03,10:00:00,53,35.15401611342188,on,70.25,50.841918118943546,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 11:00:00,2023-01-03,11:00:00,43,41.27935506067523,off,69.04166666666667,51.793679076976,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 12:00:00,2023-01-03,12:00:00,13,70.4925549688953,off,68.875,54.354464864939935,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 13:00:00,2023-01-03,13:00:00,94,59.82860582681546,on,67.33333333333333,53.63488208465942,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 14:00:00,2023-01-03,14:00:00,47,45.96815127611311,on,65.625,55.265847948855416,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 15:00:00,2023-01-03,15:00:00,14,7.593341036962209,on,63.75,52.09440803079956,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 16:00:00,2023-01-03,16:00:00,39,7.776534407895708,off,64.83333333333333,50.59679114630669,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 17:00:00,2023-01-03,17:00:00,81,0.2339390625778259,off,64.5,47.60015168590616,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 18:00:00,2023-01-03,18:00:00,110,96.76993882070865,off,66.91666666666667,49.08887969090253,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 19:00:00,2023-01-03,19:00:00,52,0.5253818558384915,off,63.708333333333336,45.15532561382179,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 20:00:00,2023-01-03,20:00:00,23,10.309374601374488,on,61.208333333333336,43.932177167828826,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 21:00:00,2023-01-03,21:00:00,123,31.45965568094109,on,62.541666666666664,41.2676339189529,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 22:00:00,2023-01-03,22:00:00,40,80.74302518167612,on,59.625,44.069421312267714,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-03 23:00:00,2023-01-03,23:00:00,14,96.20987857641175,off,59.916666666666664,46.06252066156648,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 00:00:00,2023-01-04,00:00:00,44,79.00135587918561,on,60.333333333333336,48.229613729898404,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 01:00:00,2023-01-04,01:00:00,64,69.05602324456406,off,59.666666666666664,48.857603119637766,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 02:00:00,2023-01-04,02:00:00,88,52.13006674135694,off,61.291666666666664,50.3546314093127,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 03:00:00,2023-01-04,03:00:00,70,8.67052118621836,on,59.916666666666664,47.209529540779954,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 04:00:00,2023-01-04,04:00:00,8,95.81707930039305,on,54.791666666666664,47.67520847281901,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 05:00:00,2023-01-04,05:00:00,87,75.83924139456815,on,58.375,46.85502556124485,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 06:00:00,2023-01-04,06:00:00,128,63.894938533426185,off,58.166666666666664,48.87284741312413,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 07:00:00,2023-01-04,07:00:00,135,75.90358455388498,off,61.583333333333336,49.43827780743188,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 08:00:00,2023-01-04,08:00:00,62,72.41033292731386,on,59.791666666666664,50.479386226485076,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 09:00:00,2023-01-04,09:00:00,138,63.72315797894869,on,65.41666666666667,51.6995855920903,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 10:00:00,2023-01-04,10:00:00,80,98.05768001799882,off,66.54166666666667,54.32057158811434,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 11:00:00,2023-01-04,11:00:00,135,90.33638126360248,on,70.375,56.36461434656963,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 12:00:00,2023-01-04,12:00:00,32,64.66649191171634,off,71.16666666666667,56.12186171918719,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 13:00:00,2023-01-04,13:00:00,122,69.31752114569247,off,72.33333333333333,56.517233190807055,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 14:00:00,2023-01-04,14:00:00,4,5.159580665870999,on,70.54166666666667,54.816876082046974,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 15:00:00,2023-01-04,15:00:00,40,66.99174645500392,on,71.625,57.29180964113204,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 16:00:00,2023-01-04,16:00:00,27,4.4165437710100175,on,71.125,57.15181003126181,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 17:00:00,2023-01-04,17:00:00,134,58.826375696993104,on,73.33333333333333,59.59316155769577,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 18:00:00,2023-01-04,18:00:00,71,99.93534995658348,off,71.70833333333333,59.72505368835723,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 19:00:00,2023-01-04,19:00:00,11,55.58065814371796,off,70.0,62.019023533685534,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 20:00:00,2023-01-04,20:00:00,32,47.32101180813334,off,70.375,63.56117508396716,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 21:00:00,2023-01-04,21:00:00,47,31.285485650558755,on,67.20833333333333,63.55391799936789,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 22:00:00,2023-01-04,22:00:00,61,12.052257878646444,off,68.08333333333333,60.69180269507499,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-04 23:00:00,2023-01-04,23:00:00,36,73.10236714582817,on,69.0,59.728989718800676,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 00:00:00,2023-01-05,00:00:00,98,19.25990277856304,on,71.25,57.23976250627473,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 01:00:00,2023-01-05,01:00:00,103,11.528202124728438,on,72.875,54.84276995961491,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 02:00:00,2023-01-05,02:00:00,34,42.17626597305125,on,70.625,54.42802826093551,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 03:00:00,2023-01-05,03:00:00,100,79.53418379590974,on,71.875,57.38068086967266,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 04:00:00,2023-01-05,04:00:00,130,74.50645481202204,on,76.95833333333333,56.4927381826572,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 05:00:00,2023-01-05,05:00:00,0,5.4882614646474925,off,73.33333333333333,53.561447352243825,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 06:00:00,2023-01-05,06:00:00,4,45.51436850361561,on,68.16666666666667,52.795590267668395,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 07:00:00,2023-01-05,07:00:00,102,52.243457607116895,off,66.79166666666667,51.80975164488638,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 08:00:00,2023-01-05,08:00:00,26,64.45466506258222,off,65.29166666666667,51.478265483855914,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 09:00:00,2023-01-05,09:00:00,136,65.01673504432281,on,65.20833333333333,51.53216452824649,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 10:00:00,2023-01-05,10:00:00,14,36.46972494573058,on,62.458333333333336,48.96599973356865,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 11:00:00,2023-01-05,11:00:00,89,56.0677194003514,on,60.541666666666664,47.538138822599855,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 12:00:00,2023-01-05,12:00:00,41,48.10618838440865,off,60.916666666666664,46.84812617562869,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 13:00:00,2023-01-05,13:00:00,123,88.4998356523281,on,60.958333333333336,47.64738928007185,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 14:00:00,2023-01-05,14:00:00,62,53.02651326349002,off,63.375,49.64184480497264,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 15:00:00,2023-01-05,15:00:00,95,44.10321617481616,on,65.66666666666667,48.68815604329816,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 16:00:00,2023-01-05,16:00:00,51,40.44854496818508,on,66.66666666666667,50.18948942651378,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 17:00:00,2023-01-05,17:00:00,95,57.24277594334657,off,65.04166666666667,50.12350610344517,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 18:00:00,2023-01-05,18:00:00,131,80.39769794008976,off,67.54166666666667,49.3094372694246,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 19:00:00,2023-01-05,19:00:00,28,53.84014903807876,on,68.25,49.23691605668964,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 20:00:00,2023-01-05,20:00:00,35,66.16551750805415,off,68.375,50.022103794186336,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 21:00:00,2023-01-05,21:00:00,12,73.7855766906525,off,66.91666666666667,51.792940920856914,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 22:00:00,2023-01-05,22:00:00,70,52.01681098787319,off,67.29166666666667,53.458130633741355,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-05 23:00:00,2023-01-05,23:00:00,85,42.68170566548643,off,69.33333333333333,52.19060307206045,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 00:00:00,2023-01-06,00:00:00,27,87.66653778624494,off,66.375,55.04087953071387,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 01:00:00,2023-01-06,01:00:00,65,41.75060840278921,on,64.79166666666667,56.300146458966395,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 02:00:00,2023-01-06,02:00:00,44,46.19428505755876,on,65.20833333333333,56.46756392082087,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 03:00:00,2023-01-06,03:00:00,61,99.03413133417772,off,63.583333333333336,57.28006173491537,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 04:00:00,2023-01-06,04:00:00,133,0.0237523575884579,on,63.708333333333336,54.17661579931397,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 05:00:00,2023-01-06,05:00:00,27,18.54729095767225,on,64.83333333333333,54.72074202819002,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 06:00:00,2023-01-06,06:00:00,27,38.39638899197257,off,65.79166666666667,54.42415954853822,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 07:00:00,2023-01-06,07:00:00,107,93.25899094252529,on,66.0,56.133140104180235,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 08:00:00,2023-01-06,08:00:00,43,7.002970574747103,off,66.70833333333333,53.73931950052043,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 09:00:00,2023-01-06,09:00:00,83,0.9485433628498074,off,64.5,51.06981151379239,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 10:00:00,2023-01-06,10:00:00,29,5.268383597722859,on,65.125,49.76975562429207,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 11:00:00,2023-01-06,11:00:00,74,8.854341061361815,off,64.5,47.80253152683417,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 12:00:00,2023-01-06,12:00:00,127,3.759677320626087,off,68.08333333333333,45.954760232509905,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 13:00:00,2023-01-06,13:00:00,91,47.97813268565048,off,66.75,44.26635594223166,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 14:00:00,2023-01-06,14:00:00,128,58.07572072273277,off,69.5,44.47673958636678,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 15:00:00,2023-01-06,15:00:00,120,27.168697106900407,off,70.54166666666667,43.77113462520362,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 16:00:00,2023-01-06,16:00:00,26,39.82873839756356,on,69.5,43.74530935142773,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 17:00:00,2023-01-06,17:00:00,120,9.169933511143014,on,70.54166666666667,41.74227425008591,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 18:00:00,2023-01-06,18:00:00,115,33.63704638284221,off,69.875,39.79391376853393,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 19:00:00,2023-01-06,19:00:00,2,52.25191916345231,off,68.79166666666667,39.72773752375783,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 20:00:00,2023-01-06,20:00:00,102,73.22718071846451,on,71.58333333333333,40.021973490858265,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 21:00:00,2023-01-06,21:00:00,136,0.3346362042979223,off,76.75,36.96151763726015,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 22:00:00,2023-01-06,22:00:00,61,46.73107665376526,on,76.375,36.741278706672325,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-06 23:00:00,2023-01-06,23:00:00,50,29.70028764548822,off,74.91666666666667,36.20038628917239,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 00:00:00,2023-01-07,00:00:00,58,85.28218216919014,off,76.20833333333333,36.10103813846178,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 01:00:00,2023-01-07,01:00:00,117,71.55533152342419,off,78.375,37.34290160182157,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 02:00:00,2023-01-07,02:00:00,95,58.91085344708949,off,80.5,37.87275861805202,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 03:00:00,2023-01-07,03:00:00,112,27.72656456967736,off,82.625,34.9016100028645,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 04:00:00,2023-01-07,04:00:00,61,91.03391020575344,off,79.625,38.69369991320471,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 05:00:00,2023-01-07,05:00:00,51,4.510067722032318,off,80.625,38.10881561171971,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 06:00:00,2023-01-07,06:00:00,11,10.946759867911515,on,79.95833333333333,36.96508106488384,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 07:00:00,2023-01-07,07:00:00,38,39.16301405403561,on,77.08333333333333,34.71108202786343,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 08:00:00,2023-01-07,08:00:00,129,12.443755729685634,on,80.66666666666667,34.93778140931921,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 09:00:00,2023-01-07,09:00:00,130,95.6415697559425,off,82.625,38.883324175698064,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 10:00:00,2023-01-07,10:00:00,112,79.79893221433834,off,86.08333333333333,41.988763701390376,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 11:00:00,2023-01-07,11:00:00,100,25.898265160181367,off,87.16666666666667,42.69892720550786,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 12:00:00,2023-01-07,12:00:00,112,58.85542289732454,off,86.54166666666667,44.99458327120363,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 13:00:00,2023-01-07,13:00:00,80,98.23305150800816,off,86.08333333333333,47.08853822213519,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 14:00:00,2023-01-07,14:00:00,112,88.4198978131503,off,85.41666666666667,48.352878934235925,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 15:00:00,2023-01-07,15:00:00,1,60.07984464421981,off,80.45833333333333,49.72417674829091,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 16:00:00,2023-01-07,16:00:00,129,90.37239671752704,on,84.75,51.83016251162272,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 17:00:00,2023-01-07,17:00:00,53,98.91849098133588,off,81.95833333333333,55.569685739547424,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 18:00:00,2023-01-07,18:00:00,86,74.33528228936241,on,80.75,57.26544556898576,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 19:00:00,2023-01-07,19:00:00,128,6.4986409482894025,on,86.0,55.3590589766873,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 20:00:00,2023-01-07,20:00:00,125,40.15802364254875,off,86.95833333333333,53.98117743185748,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 21:00:00,2023-01-07,21:00:00,129,83.78257352832455,off,86.66666666666667,57.458174820358586,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 22:00:00,2023-01-07,22:00:00,52,23.0569195805019,on,86.29166666666667,56.47175160897262,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-07 23:00:00,2023-01-07,23:00:00,67,83.06425177506246,on,87.0,58.69525011437154,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 00:00:00,2023-01-08,00:00:00,122,12.033876203499592,off,89.66666666666667,55.643237365801106,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 01:00:00,2023-01-08,01:00:00,37,4.694535714781301,off,86.33333333333333,52.85737087377432,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 02:00:00,2023-01-08,02:00:00,23,38.40906114912496,on,83.33333333333333,52.003129528025795,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 03:00:00,2023-01-08,03:00:00,68,3.6731937426613626,off,81.5,51.0009057435668,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 04:00:00,2023-01-08,04:00:00,115,95.72702629833256,off,83.75,51.196452247424254,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 05:00:00,2023-01-08,05:00:00,97,82.62056957939659,off,85.66666666666667,54.451056491481104,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 06:00:00,2023-01-08,06:00:00,138,80.07696871298751,on,90.95833333333333,57.33148186002594,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 07:00:00,2023-01-08,07:00:00,96,62.97779229961531,on,93.375,58.32376428692509,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 08:00:00,2023-01-08,08:00:00,123,21.63240230365535,on,93.125,58.7066245608405,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 09:00:00,2023-01-08,09:00:00,69,51.82603666763922,off,90.58333333333333,56.880977348827855,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
2023-01-08 10:00:00,2023-01-08,10:00:00,92,59.7274072430341,off,89.75,56.04466380835685,40.779171150454665,28.593022327777003,79.92570677428594,56.041293971592545
